dstport,protocol,tag
54887,UDP,Telnet
27667,UDP,HTTPS
49572,TCP,HTTPS
8354,TCP,HTTP
34755,TCP,SMTP
45328,UDP,HTTPS
50710,UDP,SSH
63941,TCP,FTP
53315,TCP,SMTP
60467,UDP,Telnet
59848,UDP,FTP
46267,UDP,HTTP
44426,UDP,FTP
10597,UDP,IMAP
37426,TCP,SSH
60430,UDP,FTP
56556,ICMP,DNS
62757,ICMP,Telnet
61973,ICMP,FTP
56539,TCP,HTTP
41428,TCP,IMAP
56349,UDP,POP3
808,TCP,IMAP
65016,TCP,IMAP
10460,UDP,FTP
8650,UDP,HTTP
4697,ICMP,SMTP
42813,TCP,FTP
6208,TCP,IMAP
20116,ICMP,SMTP
56102,TCP,HTTPS
40598,TCP,HTTPS
56951,UDP,SMTP
61812,ICMP,SSH
8995,TCP,SSH
43404,ICMP,IMAP
42104,TCP,IMAP
9053,TCP,SMTP
30395,UDP,POP3
2893,UDP,IMAP
19996,ICMP,HTTPS
60261,ICMP,SMTP
23557,UDP,SSH
11840,ICMP,Telnet
26356,UDP,HTTP
2478,UDP,Telnet
4654,ICMP,SSH
58330,TCP,SSH
13934,UDP,IMAP
54078,UDP,FTP
3242,UDP,FTP
18329,UDP,HTTP
22367,UDP,SSH
20447,ICMP,SMTP
46695,ICMP,IMAP
59990,ICMP,Telnet
40183,TCP,IMAP
24490,TCP,Telnet
3019,ICMP,HTTP
33459,UDP,DNS
35508,UDP,SSH
29694,TCP,HTTP
14122,ICMP,POP3
52315,UDP,POP3
24604,ICMP,IMAP
10772,ICMP,SMTP
8866,ICMP,IMAP
35770,TCP,POP3
54790,UDP,POP3
37954,ICMP,IMAP
32278,ICMP,POP3
8493,ICMP,IMAP
37082,UDP,HTTP
8118,UDP,HTTPS
12989,ICMP,DNS
19020,UDP,Telnet
10102,UDP,IMAP
12727,TCP,Telnet
47901,UDP,POP3
62524,UDP,IMAP
53566,UDP,SMTP
20071,UDP,SMTP
38303,TCP,HTTPS
50618,TCP,IMAP
37310,UDP,SSH
22863,TCP,POP3
45166,UDP,HTTP
12234,UDP,SSH
53594,ICMP,DNS
55123,ICMP,SSH
11909,UDP,SMTP
3177,UDP,SMTP
42011,TCP,DNS
48471,UDP,SMTP
56552,ICMP,SMTP
58163,UDP,FTP
35984,TCP,SMTP
61295,UDP,IMAP
39029,UDP,POP3
45519,TCP,POP3
19049,ICMP,IMAP
60650,ICMP,IMAP
53208,ICMP,IMAP
26237,UDP,SSH
16460,ICMP,DNS
18621,ICMP,SSH
29364,UDP,DNS
43401,TCP,SSH
54994,ICMP,FTP
52513,TCP,IMAP
20481,TCP,SMTP
54994,TCP,HTTP
36421,TCP,Telnet
54778,ICMP,DNS
37550,UDP,FTP
27115,UDP,SMTP
20974,TCP,SSH
35928,UDP,IMAP
31539,TCP,IMAP
40925,UDP,HTTPS
7093,UDP,Telnet
50195,ICMP,SSH
25398,ICMP,POP3
16655,ICMP,SSH
324,TCP,HTTP
872,UDP,SSH
58882,UDP,POP3
22897,TCP,POP3
60323,TCP,SSH
51506,UDP,SSH
59868,TCP,DNS
42739,ICMP,Telnet
11308,ICMP,DNS
50546,TCP,HTTPS
10590,ICMP,Telnet
26646,TCP,FTP
56613,TCP,HTTP
62013,ICMP,HTTPS
64302,ICMP,SSH
19579,ICMP,Telnet
32057,ICMP,FTP
56612,TCP,IMAP
11085,UDP,FTP
34215,ICMP,SSH
1470,TCP,SSH
35536,UDP,HTTPS
25467,ICMP,HTTP
64351,ICMP,SSH
24035,TCP,HTTP
19181,UDP,HTTP
64946,TCP,HTTPS
32891,ICMP,SSH
13940,UDP,Telnet
21216,ICMP,IMAP
59639,TCP,Telnet
21780,ICMP,Telnet
39349,UDP,POP3
9421,ICMP,DNS
28368,TCP,DNS
42493,TCP,POP3
19003,UDP,DNS
43579,ICMP,SSH
57679,UDP,Telnet
40926,TCP,SMTP
30134,TCP,HTTPS
84,TCP,SSH
54856,ICMP,FTP
43316,UDP,DNS
1271,UDP,DNS
560,UDP,SMTP
10511,TCP,POP3
56785,TCP,FTP
35189,TCP,FTP
24969,UDP,SMTP
61646,UDP,HTTPS
4837,ICMP,Telnet
62763,ICMP,HTTPS
57306,ICMP,DNS
39920,UDP,SSH
9045,UDP,DNS
56093,ICMP,HTTP
37781,ICMP,DNS
48534,UDP,DNS
11023,TCP,HTTPS
29484,TCP,SSH
15097,ICMP,POP3
17579,ICMP,POP3
28644,TCP,SSH
49853,TCP,SMTP
24144,TCP,HTTPS
61289,UDP,POP3
55571,TCP,FTP
13577,ICMP,HTTP
64276,ICMP,DNS
63115,ICMP,FTP
17343,ICMP,Telnet
16010,UDP,SMTP
51132,TCP,Telnet
50584,TCP,IMAP
9699,TCP,HTTPS
16397,ICMP,DNS
37988,ICMP,IMAP
61277,ICMP,POP3
8875,TCP,DNS
1887,ICMP,SSH
21062,UDP,SSH
8354,ICMP,IMAP
21427,ICMP,IMAP
22561,TCP,POP3
7778,UDP,SMTP
28410,ICMP,DNS
56693,TCP,DNS
54603,TCP,HTTP
57849,TCP,POP3
64796,UDP,DNS
27678,TCP,HTTP
26252,ICMP,Telnet
16576,TCP,POP3
50679,ICMP,FTP
26711,UDP,Telnet
28498,ICMP,IMAP
37744,ICMP,Telnet
64667,TCP,HTTPS
44771,TCP,SSH
32212,UDP,FTP
55242,TCP,DNS
9126,UDP,HTTP
40510,UDP,SSH
14676,UDP,HTTP
58359,ICMP,Telnet
33460,ICMP,FTP
31491,ICMP,SMTP
42279,TCP,HTTP
6645,TCP,SMTP
10662,TCP,HTTP
10087,ICMP,Telnet
57777,UDP,SMTP
25229,ICMP,Telnet
39829,ICMP,POP3
20937,UDP,HTTP
11548,ICMP,FTP
59500,UDP,POP3
9751,TCP,FTP
41139,ICMP,IMAP
48916,TCP,IMAP
55684,ICMP,FTP
62870,ICMP,DNS
14387,UDP,SMTP
35407,TCP,DNS
52416,TCP,SMTP
21784,ICMP,FTP
34865,ICMP,POP3
3260,TCP,SMTP
15310,ICMP,DNS
26320,UDP,FTP
25284,TCP,IMAP
7641,UDP,FTP
16226,TCP,IMAP
58033,ICMP,HTTP
39563,TCP,POP3
59542,UDP,HTTPS
44860,ICMP,HTTP
6189,UDP,Telnet
1204,UDP,POP3
8096,UDP,SSH
10718,TCP,IMAP
34731,TCP,IMAP
55981,UDP,SMTP
41955,TCP,HTTP
17889,UDP,DNS
18633,TCP,IMAP
59478,ICMP,HTTPS
57094,TCP,SMTP
25715,TCP,SMTP
4637,UDP,POP3
20289,ICMP,IMAP
62164,TCP,SMTP
34287,TCP,POP3
5595,UDP,IMAP
17559,UDP,SSH
54937,ICMP,FTP
52301,ICMP,POP3
36667,UDP,Telnet
29261,UDP,POP3
1559,ICMP,SSH
60817,ICMP,FTP
14881,ICMP,HTTP
15379,TCP,SMTP
2615,TCP,HTTPS
22101,ICMP,DNS
9060,UDP,SMTP
64859,ICMP,HTTP
11163,TCP,SMTP
30543,UDP,Telnet
47376,ICMP,DNS
58384,ICMP,IMAP
6956,ICMP,HTTP
30986,ICMP,POP3
25537,ICMP,Telnet
1524,UDP,POP3
12277,UDP,FTP
64383,UDP,Telnet
794,UDP,FTP
44726,ICMP,Telnet
51369,TCP,FTP
40639,TCP,DNS
43955,UDP,SSH
45875,ICMP,HTTPS
56145,ICMP,FTP
30760,UDP,HTTP
19076,TCP,FTP
33206,TCP,SSH
23466,ICMP,SMTP
7469,TCP,SSH
32177,ICMP,SMTP
6328,TCP,HTTPS
19970,ICMP,POP3
27974,UDP,SSH
398,TCP,SSH
5744,TCP,HTTPS
33349,TCP,HTTPS
33789,UDP,SMTP
35946,UDP,SMTP
51810,TCP,POP3
37278,TCP,IMAP
4644,ICMP,DNS
43320,ICMP,POP3
48449,ICMP,SSH
5912,UDP,DNS
26742,ICMP,HTTP
54788,UDP,FTP
36293,TCP,SSH
12869,ICMP,POP3
36304,ICMP,DNS
36908,ICMP,HTTP
44924,TCP,POP3
50784,TCP,SMTP
20879,TCP,HTTPS
47041,TCP,HTTPS
16602,ICMP,POP3
49748,ICMP,IMAP
3884,TCP,HTTPS
2207,ICMP,IMAP
160,UDP,SMTP
49840,ICMP,SSH
8941,ICMP,Telnet
38779,TCP,SSH
39336,TCP,POP3
15321,TCP,POP3
18911,UDP,SSH
31671,ICMP,POP3
11484,ICMP,POP3
36128,ICMP,HTTPS
7171,ICMP,POP3
57445,UDP,HTTP
23838,TCP,SSH
10700,UDP,SMTP
11355,UDP,SSH
7215,TCP,HTTP
23255,TCP,Telnet
22237,UDP,DNS
24823,TCP,POP3
50959,TCP,SMTP
46569,ICMP,Telnet
41910,TCP,FTP
7813,TCP,Telnet
39904,UDP,SSH
19893,ICMP,POP3
63347,UDP,HTTPS
44417,UDP,IMAP
40729,ICMP,HTTPS
55409,UDP,FTP
23804,TCP,HTTPS
65455,TCP,SSH
40153,ICMP,POP3
35817,UDP,HTTPS
3742,UDP,FTP
48500,ICMP,POP3
10655,TCP,Telnet
52374,TCP,POP3
38667,UDP,DNS
46925,ICMP,SSH
54260,UDP,IMAP
49937,TCP,DNS
28543,ICMP,DNS
33410,TCP,SSH
37382,ICMP,SSH
15320,ICMP,IMAP
29807,ICMP,SMTP
39612,ICMP,HTTP
33349,ICMP,Telnet
53802,UDP,Telnet
7022,TCP,SMTP
42508,ICMP,HTTP
28276,ICMP,HTTP
1762,TCP,SMTP
37352,ICMP,SMTP
23464,ICMP,HTTPS
15808,UDP,HTTPS
23026,UDP,HTTP
59246,ICMP,DNS
55253,ICMP,SSH
46138,TCP,HTTP
32697,UDP,DNS
18273,UDP,POP3
49015,TCP,HTTPS
52798,UDP,Telnet
29473,ICMP,DNS
48956,ICMP,DNS
20667,TCP,HTTPS
8673,UDP,SMTP
54805,UDP,IMAP
9836,UDP,POP3
59212,UDP,SSH
3866,TCP,HTTP
24270,ICMP,SSH
28077,ICMP,DNS
44324,ICMP,HTTP
57984,ICMP,SMTP
61195,ICMP,FTP
13158,UDP,SSH
30086,UDP,FTP
37980,UDP,DNS
4915,UDP,HTTPS
36645,ICMP,SMTP
49499,UDP,HTTPS
26769,TCP,HTTPS
5789,UDP,FTP
39869,ICMP,FTP
16476,UDP,Telnet
47602,ICMP,SSH
14853,ICMP,IMAP
61499,UDP,FTP
61531,ICMP,SSH
15553,UDP,HTTP
10585,UDP,Telnet
63814,UDP,FTP
61538,ICMP,SSH
55874,UDP,SSH
45104,UDP,SMTP
17274,UDP,SSH
63195,ICMP,Telnet
61001,TCP,POP3
10020,TCP,IMAP
38746,ICMP,FTP
33345,ICMP,SMTP
48632,TCP,Telnet
5177,UDP,FTP
38155,UDP,HTTP
9010,ICMP,POP3
47683,TCP,IMAP
53663,TCP,SSH
35019,TCP,POP3
13728,UDP,HTTPS
13102,TCP,DNS
35642,ICMP,HTTPS
31755,UDP,POP3
50277,UDP,HTTPS
25717,TCP,SMTP
36546,TCP,FTP
51021,TCP,POP3
65279,ICMP,FTP
57601,UDP,Telnet
52363,ICMP,Telnet
32617,UDP,FTP
57570,UDP,HTTPS
50197,UDP,SMTP
55785,TCP,POP3
26667,UDP,POP3
60686,ICMP,FTP
50300,TCP,IMAP
10634,ICMP,SMTP
6804,ICMP,POP3
50031,UDP,SSH
47288,UDP,DNS
27245,TCP,POP3
36754,UDP,SMTP
4238,ICMP,SSH
42393,TCP,HTTPS
63010,ICMP,IMAP
28106,UDP,POP3
28535,ICMP,HTTP
22799,ICMP,HTTPS
53909,TCP,HTTP
46871,TCP,SMTP
59466,UDP,DNS
50833,UDP,Telnet
56355,TCP,IMAP
5430,ICMP,DNS
13057,UDP,DNS
1093,UDP,DNS
35408,TCP,HTTPS
26920,TCP,Telnet
30361,TCP,HTTPS
54033,TCP,IMAP
29886,UDP,HTTPS
65314,ICMP,IMAP
57234,TCP,FTP
56273,TCP,POP3
8981,UDP,SMTP
31837,ICMP,HTTPS
7912,ICMP,Telnet
16829,UDP,DNS
59247,UDP,SMTP
32946,UDP,HTTP
710,UDP,HTTPS
30441,UDP,FTP
40168,TCP,SSH
30944,UDP,DNS
61052,UDP,HTTP
2720,TCP,HTTP
40355,ICMP,SSH
25715,ICMP,SMTP
52650,ICMP,POP3
3371,ICMP,SSH
63708,UDP,HTTP
19780,UDP,SMTP
17672,TCP,HTTP
49473,ICMP,HTTPS
65374,ICMP,IMAP
14160,TCP,DNS
12378,TCP,HTTP
2177,TCP,SSH
56989,ICMP,IMAP
18940,UDP,FTP
52017,TCP,IMAP
58398,ICMP,IMAP
24614,UDP,POP3
9501,TCP,POP3
30441,ICMP,POP3
2057,TCP,HTTPS
61894,ICMP,SSH
29426,ICMP,SMTP
1252,TCP,POP3
47905,UDP,IMAP
20079,TCP,FTP
9209,ICMP,HTTP
13021,ICMP,SMTP
19055,UDP,SMTP
17097,ICMP,IMAP
17222,ICMP,IMAP
61379,UDP,Telnet
41378,TCP,SMTP
4893,UDP,Telnet
5903,TCP,FTP
24140,TCP,POP3
18175,UDP,DNS
40491,UDP,FTP
8144,UDP,HTTPS
34938,ICMP,HTTPS
25320,ICMP,SSH
18452,TCP,SMTP
47386,ICMP,IMAP
23608,TCP,SSH
2741,UDP,POP3
49539,ICMP,FTP
18932,UDP,POP3
353,ICMP,HTTPS
32300,TCP,Telnet
35299,TCP,SSH
15436,TCP,Telnet
12013,UDP,SSH
6664,TCP,SSH
27179,UDP,FTP
54343,TCP,POP3
48254,ICMP,IMAP
24879,ICMP,HTTP
20965,UDP,SMTP
17595,TCP,SSH
59542,UDP,IMAP
45278,TCP,SSH
62583,TCP,HTTP
62842,ICMP,DNS
10828,TCP,HTTPS
60446,ICMP,HTTPS
44140,TCP,DNS
61075,UDP,FTP
57700,TCP,SSH
61904,UDP,FTP
32539,ICMP,DNS
43615,TCP,SMTP
19647,TCP,FTP
36712,TCP,IMAP
35937,TCP,HTTPS
42047,TCP,FTP
1346,ICMP,SSH
58916,TCP,DNS
63843,TCP,Telnet
26557,TCP,FTP
57248,UDP,DNS
49770,ICMP,SMTP
4743,TCP,SMTP
51656,UDP,DNS
55686,ICMP,POP3
26040,TCP,SSH
57141,UDP,SMTP
57497,ICMP,Telnet
14614,ICMP,HTTPS
38136,UDP,SMTP
47372,TCP,HTTP
18011,ICMP,SMTP
61382,ICMP,HTTP
1555,ICMP,Telnet
55492,UDP,POP3
34662,UDP,FTP
2283,ICMP,SMTP
5328,TCP,DNS
403,ICMP,POP3
18170,ICMP,Telnet
21738,ICMP,IMAP
64160,TCP,HTTP
28156,ICMP,Telnet
21523,ICMP,HTTPS
32731,TCP,POP3
60256,UDP,IMAP
47616,TCP,Telnet
38159,UDP,DNS
43992,ICMP,Telnet
52397,ICMP,Telnet
63253,ICMP,SMTP
14093,ICMP,HTTPS
9088,ICMP,HTTPS
10725,UDP,HTTP
53856,ICMP,SMTP
49141,UDP,Telnet
31861,ICMP,POP3
48544,ICMP,FTP
26473,UDP,POP3
52731,ICMP,IMAP
37285,ICMP,SMTP
19018,UDP,HTTPS
33554,TCP,DNS
22900,ICMP,DNS
9458,ICMP,IMAP
10314,ICMP,DNS
24796,TCP,FTP
58643,ICMP,IMAP
336,TCP,POP3
31243,ICMP,DNS
60167,ICMP,FTP
21116,UDP,POP3
46560,ICMP,HTTP
6635,UDP,POP3
57197,TCP,POP3
41193,ICMP,Telnet
6996,UDP,Telnet
25484,UDP,SMTP
7721,UDP,Telnet
32489,TCP,HTTP
23531,UDP,DNS
15880,ICMP,SSH
43560,UDP,IMAP
27672,TCP,FTP
30129,TCP,IMAP
59137,UDP,DNS
50768,TCP,Telnet
59744,ICMP,HTTPS
60097,TCP,SSH
22862,UDP,SSH
47368,UDP,SMTP
43198,TCP,Telnet
32688,TCP,DNS
24921,TCP,Telnet
44975,ICMP,SMTP
10628,UDP,IMAP
45490,ICMP,SSH
51965,TCP,SSH
21929,ICMP,POP3
16882,UDP,SSH
4521,UDP,HTTP
61976,UDP,SSH
55945,ICMP,IMAP
43987,ICMP,FTP
11774,ICMP,HTTP
24864,ICMP,DNS
27776,TCP,FTP
45848,TCP,SMTP
44588,TCP,DNS
28195,ICMP,IMAP
27310,UDP,HTTPS
23012,TCP,HTTPS
52112,ICMP,DNS
33595,TCP,Telnet
55023,UDP,IMAP
52917,UDP,FTP
1962,ICMP,IMAP
35489,UDP,Telnet
13470,ICMP,SMTP
34601,TCP,HTTPS
32569,ICMP,POP3
741,ICMP,POP3
37925,UDP,IMAP
19813,TCP,IMAP
8431,TCP,FTP
32152,UDP,IMAP
28941,ICMP,POP3
36736,UDP,POP3
48792,TCP,SMTP
5121,TCP,SMTP
37319,TCP,HTTPS
15302,UDP,POP3
42222,UDP,SSH
24006,UDP,IMAP
34093,TCP,POP3
34209,UDP,SSH
19666,UDP,POP3
12422,TCP,DNS
43437,UDP,IMAP
64237,ICMP,POP3
23971,TCP,DNS
57511,UDP,SSH
17775,UDP,FTP
57164,UDP,FTP
33475,TCP,Telnet
19317,TCP,Telnet
57864,UDP,IMAP
38664,UDP,SSH
55282,TCP,HTTPS
11971,TCP,SSH
5866,TCP,DNS
33400,UDP,IMAP
53700,ICMP,HTTP
19508,UDP,DNS
8111,UDP,POP3
7512,UDP,DNS
63946,TCP,SSH
5539,TCP,FTP
19500,TCP,SMTP
24032,TCP,SMTP
13466,UDP,SMTP
14777,ICMP,HTTPS
54864,UDP,FTP
63073,UDP,POP3
26450,ICMP,SSH
14901,UDP,IMAP
18487,ICMP,HTTPS
13175,ICMP,IMAP
30146,UDP,FTP
60187,UDP,FTP
55888,UDP,POP3
42322,TCP,SSH
19070,TCP,HTTPS
9021,TCP,IMAP
51944,ICMP,SSH
41607,UDP,DNS
58260,ICMP,SMTP
29035,TCP,IMAP
61414,TCP,POP3
26050,UDP,SSH
14301,UDP,SMTP
7197,UDP,IMAP
47049,ICMP,IMAP
55183,UDP,HTTP
38900,TCP,DNS
1094,UDP,FTP
35853,TCP,HTTP
18764,UDP,Telnet
27248,ICMP,SSH
16948,TCP,FTP
34702,ICMP,HTTPS
60480,ICMP,SSH
20871,ICMP,DNS
64184,UDP,Telnet
1883,TCP,Telnet
33480,UDP,HTTP
58531,UDP,SMTP
22018,TCP,Telnet
622,TCP,SMTP
37494,ICMP,FTP
5273,ICMP,DNS
3739,UDP,HTTPS
4726,UDP,SSH
42224,ICMP,IMAP
30515,TCP,HTTPS
18548,UDP,SSH
3606,TCP,FTP
41310,UDP,SSH
50457,UDP,Telnet
13418,TCP,SSH
60655,ICMP,HTTPS
26471,TCP,IMAP
1334,TCP,HTTPS
47027,ICMP,Telnet
20794,UDP,FTP
29178,TCP,Telnet
63177,TCP,SMTP
60610,TCP,Telnet
27334,ICMP,SMTP
23286,TCP,POP3
7532,TCP,HTTPS
17307,TCP,DNS
50019,TCP,POP3
50272,UDP,Telnet
27638,ICMP,SMTP
56248,UDP,Telnet
53882,ICMP,SSH
22725,TCP,DNS
39474,ICMP,SSH
24132,TCP,IMAP
20174,UDP,DNS
32677,TCP,FTP
30446,ICMP,IMAP
43841,UDP,SMTP
2431,UDP,Telnet
17025,ICMP,POP3
46727,TCP,SSH
59167,TCP,IMAP
6078,UDP,SMTP
10329,ICMP,Telnet
714,UDP,HTTP
31224,TCP,IMAP
5434,TCP,Telnet
55790,ICMP,Telnet
51119,UDP,DNS
39712,UDP,POP3
43748,TCP,HTTPS
32196,UDP,SMTP
57975,TCP,FTP
51039,UDP,HTTPS
40266,ICMP,SMTP
18013,TCP,DNS
41270,UDP,IMAP
63730,TCP,FTP
53809,TCP,HTTP
36917,UDP,IMAP
7993,UDP,FTP
56024,UDP,IMAP
11316,ICMP,FTP
63981,TCP,SMTP
46027,UDP,SMTP
23149,ICMP,IMAP
43968,TCP,Telnet
44183,ICMP,DNS
18512,UDP,HTTPS
24076,ICMP,HTTPS
42021,ICMP,Telnet
45311,ICMP,SMTP
62940,ICMP,HTTPS
18467,UDP,SMTP
22948,TCP,SSH
17105,ICMP,DNS
51531,TCP,Telnet
60376,ICMP,IMAP
8270,UDP,SSH
59737,TCP,HTTPS
37572,TCP,DNS
43799,ICMP,POP3
15780,TCP,POP3
1438,UDP,FTP
28149,UDP,IMAP
961,TCP,SMTP
49768,UDP,SSH
45793,UDP,DNS
10677,TCP,FTP
31144,UDP,POP3
64060,TCP,DNS
31515,TCP,Telnet
2111,TCP,Telnet
54664,TCP,IMAP
31628,TCP,SMTP
42089,ICMP,FTP
28761,ICMP,SMTP
41608,TCP,FTP
55550,UDP,Telnet
16257,TCP,IMAP
33785,TCP,Telnet
1918,UDP,SMTP
36882,ICMP,HTTPS
872,ICMP,POP3
18316,TCP,HTTPS
26545,TCP,IMAP
53527,UDP,DNS
14136,TCP,HTTP
63086,UDP,SSH
43450,ICMP,SMTP
55387,ICMP,SMTP
53955,UDP,HTTP
13922,TCP,DNS
44736,ICMP,Telnet
2729,ICMP,SMTP
56307,UDP,SSH
56453,UDP,IMAP
10159,ICMP,FTP
8584,UDP,DNS
14585,ICMP,SSH
64865,UDP,FTP
45918,TCP,SMTP
54660,ICMP,FTP
16581,ICMP,Telnet
5454,ICMP,SMTP
9059,ICMP,DNS
8728,UDP,DNS
12320,UDP,HTTP
4028,UDP,HTTPS
22642,TCP,POP3
49573,UDP,SSH
39469,ICMP,FTP
44561,UDP,POP3
56164,TCP,IMAP
6745,TCP,HTTP
10467,TCP,HTTP
20046,UDP,IMAP
24786,ICMP,IMAP
13291,ICMP,DNS
40647,TCP,FTP
9757,TCP,Telnet
7140,TCP,IMAP
46548,UDP,SSH
10609,ICMP,IMAP
1506,UDP,DNS
62651,TCP,Telnet
40996,ICMP,SSH
15376,ICMP,HTTP
41132,ICMP,HTTP
26456,UDP,HTTPS
38580,ICMP,IMAP
42693,UDP,DNS
10419,UDP,SMTP
12368,ICMP,SSH
12951,TCP,DNS
13083,ICMP,FTP
15737,TCP,HTTP
15127,UDP,Telnet
38411,UDP,FTP
15,ICMP,DNS
61535,UDP,FTP
29503,UDP,HTTP
10951,TCP,HTTP
60843,ICMP,IMAP
6729,ICMP,POP3
16968,ICMP,SSH
3987,UDP,FTP
12445,ICMP,SSH
52857,ICMP,DNS
12911,ICMP,POP3
38027,ICMP,POP3
58698,ICMP,Telnet
35286,ICMP,FTP
6050,TCP,HTTP
13546,TCP,HTTP
23241,UDP,SMTP
60406,UDP,SMTP
18083,ICMP,Telnet
48092,ICMP,SSH
1814,UDP,SMTP
54848,UDP,POP3
29468,TCP,HTTPS
33489,UDP,SSH
44061,ICMP,SSH
11644,TCP,IMAP
12464,TCP,Telnet
56266,ICMP,DNS
54891,UDP,FTP
58577,TCP,FTP
43745,UDP,POP3
22489,ICMP,HTTP
15301,ICMP,SSH
43968,TCP,SMTP
32681,TCP,Telnet
42846,TCP,IMAP
31952,UDP,HTTPS
59310,TCP,HTTPS
25482,ICMP,FTP
21450,ICMP,DNS
36309,TCP,DNS
6604,TCP,HTTPS
48726,TCP,Telnet
18625,ICMP,DNS
1261,TCP,SMTP
27498,TCP,DNS
46876,ICMP,HTTPS
16556,UDP,HTTP
23949,TCP,DNS
23058,TCP,HTTP
14116,TCP,SSH
48180,TCP,POP3
8465,UDP,FTP
31430,UDP,POP3
1659,ICMP,DNS
54892,ICMP,SSH
62968,TCP,DNS
52445,UDP,Telnet
14617,TCP,SMTP
42880,UDP,POP3
8501,UDP,HTTP
33534,ICMP,POP3
65212,UDP,SMTP
11471,ICMP,DNS
18691,ICMP,IMAP
37931,ICMP,Telnet
51791,ICMP,POP3
5961,ICMP,SSH
40171,ICMP,HTTPS
58003,ICMP,Telnet
50688,ICMP,SMTP
63578,ICMP,SMTP
25169,TCP,HTTP
5180,TCP,HTTP
17055,ICMP,HTTPS
58314,TCP,SSH
32919,ICMP,SMTP
38925,TCP,DNS
50884,UDP,HTTP
19354,ICMP,SSH
4772,TCP,Telnet
26236,UDP,FTP
44857,TCP,SMTP
17636,TCP,POP3
3716,TCP,HTTPS
55281,UDP,HTTPS
12526,TCP,Telnet
15230,TCP,IMAP
38460,TCP,SMTP
48129,ICMP,Telnet
10030,TCP,SMTP
60940,ICMP,Telnet
34269,TCP,SMTP
40276,ICMP,DNS
30646,TCP,SSH
4072,TCP,Telnet
7020,ICMP,SMTP
27660,UDP,POP3
19707,ICMP,DNS
60214,ICMP,HTTPS
22127,ICMP,DNS
34128,ICMP,DNS
10273,ICMP,HTTP
16356,UDP,Telnet
793,UDP,POP3
5994,ICMP,POP3
140,TCP,DNS
49178,TCP,Telnet
59212,ICMP,HTTPS
40325,UDP,POP3
62551,TCP,SSH
12403,UDP,DNS
47292,ICMP,Telnet
43661,TCP,IMAP
47946,ICMP,IMAP
32992,ICMP,SMTP
62199,UDP,HTTPS
7513,UDP,SMTP
49113,UDP,SSH
52214,TCP,DNS
36512,TCP,SSH
35072,UDP,HTTPS
24075,UDP,DNS
57180,ICMP,POP3
25370,ICMP,FTP
10112,UDP,SSH
16185,TCP,SSH
7043,TCP,HTTP
58519,ICMP,SSH
30033,TCP,IMAP
53735,UDP,POP3
20141,UDP,SMTP
48682,UDP,IMAP
38738,UDP,IMAP
28227,UDP,SMTP
29056,ICMP,HTTP
11399,UDP,Telnet
17053,UDP,Telnet
56922,TCP,HTTP
55404,UDP,SSH
26546,UDP,FTP
42088,ICMP,HTTPS
28411,UDP,Telnet
32035,ICMP,DNS
15183,TCP,POP3
29992,TCP,DNS
15754,UDP,FTP
13866,UDP,SMTP
29756,UDP,HTTPS
22180,ICMP,HTTPS
31963,ICMP,Telnet
54015,TCP,SSH
10053,ICMP,HTTPS
65263,ICMP,SMTP
25131,ICMP,IMAP
25185,ICMP,SMTP
28274,UDP,DNS
62102,TCP,Telnet
43148,UDP,SMTP
562,ICMP,SSH
41001,UDP,POP3
31804,UDP,Telnet
42547,UDP,Telnet
42128,ICMP,FTP
19870,UDP,POP3
25274,UDP,SSH
58020,ICMP,POP3
58609,ICMP,POP3
49077,TCP,Telnet
45074,TCP,FTP
13811,TCP,HTTP
54555,TCP,FTP
13097,TCP,Telnet
15025,UDP,SSH
61476,ICMP,FTP
25984,UDP,SMTP
34701,TCP,SMTP
21014,UDP,HTTPS
12918,UDP,IMAP
59326,ICMP,FTP
21856,ICMP,HTTPS
47557,ICMP,HTTP
55955,TCP,IMAP
58381,TCP,SMTP
49944,TCP,FTP
4831,TCP,SMTP
59589,UDP,HTTPS
19682,UDP,Telnet
34488,UDP,DNS
36500,ICMP,DNS
49025,TCP,IMAP
45788,TCP,HTTP
5220,UDP,POP3
20875,UDP,HTTPS
27896,ICMP,FTP
56201,TCP,HTTPS
13011,UDP,SSH
56750,UDP,HTTP
4943,TCP,SSH
49748,TCP,FTP
41854,ICMP,FTP
63367,ICMP,POP3
25915,TCP,FTP
37910,TCP,IMAP
62359,TCP,SSH
63265,ICMP,POP3
30244,ICMP,HTTPS
65144,TCP,DNS
61098,ICMP,SMTP
20438,UDP,IMAP
29997,UDP,HTTP
43878,TCP,HTTPS
19197,TCP,DNS
38273,UDP,DNS
44905,TCP,SSH
18502,UDP,DNS
11377,UDP,Telnet
7127,TCP,Telnet
13413,ICMP,HTTP
57418,UDP,POP3
3662,ICMP,Telnet
18033,ICMP,SSH
3704,TCP,SSH
53284,UDP,HTTP
64784,TCP,HTTPS
62244,ICMP,IMAP
32604,TCP,SSH
62829,ICMP,POP3
19414,TCP,SSH
46720,TCP,FTP
53389,ICMP,POP3
44013,ICMP,POP3
37189,ICMP,SSH
27341,UDP,SSH
50097,TCP,SSH
36345,ICMP,POP3
19101,UDP,Telnet
5428,ICMP,Telnet
8985,ICMP,POP3
9181,UDP,FTP
36650,TCP,SMTP
1228,UDP,IMAP
12236,ICMP,SMTP
61681,ICMP,SMTP
13009,UDP,SSH
14774,ICMP,HTTPS
